code,term
722454003,"Intellectual disability, craniofacial dysmorphism, hypogonadism, diabetes mellitus syndrome"
723074006,Renal papillary necrosis due to diabetes mellitus
724067006,Permanent neonatal diabetes mellitus with cerebellar agenesis syndrome
724136006,Mastopathy due to diabetes mellitus
724810001,Radiculoplexoneuropathy due to diabetes mellitus
724876003,Lesion of skin due to diabetes mellitus
724997001,Lumbosacral plexopathy co-occurrent and due to diabetes mellitus
729981000000105,Renal cysts and diabetes syndrome
73211009,Diabetes mellitus
733072002,"Alaninuria, microcephaly, dwarfism, enamel hypoplasia, diabetes mellitus syndrome"
734022008,Wolfram-like syndrome
735199000,History of diabetes related lower limb amputation
735200002,Absence of lower limb due to diabetes mellitus
735537007,Hyperosmolar hyperglycemic coma due to diabetes mellitus without ketoacidosis
735538002,Lactic acidosis due to diabetes mellitus
735539005,Metabolic acidosis due to diabetes mellitus
737212004,Diabetes mellitus caused by chemical
74627003,Complication due to diabetes mellitus
75524006,Malnutrition related diabetes mellitus
75682002,Diabetes mellitus caused by insulin receptor antibodies
762489000,Acute complication due to diabetes mellitus
763325000,Insulin resistance
768792007,Cataract of right eye due to diabetes mellitus
768793002,Cataract of left eye due to diabetes mellitus
768794008,Cataract of bilateral eyes due to diabetes mellitus
768797001,Iritis of right eye due to diabetes mellitus
768798006,Iritis of left eye due to diabetes mellitus
768799003,Iritis of bilateral eyes due to diabetes mellitus
769181007,Preproliferative retinopathy of right eye due to diabetes mellitus
769182000,Preproliferative retinopathy of left eye due to diabetes mellitus
769183005,Mild nonproliferative retinopathy of right eye due to diabetes mellitus
769184004,Mild nonproliferative retinopathy of left eye due to diabetes mellitus
769185003,Moderate nonproliferative retinopathy of right eye due to diabetes mellitus
769186002,Moderate nonproliferative retinopathy of left eye due to diabetes mellitus
769187006,Severe nonproliferative retinopathy of right eye due to diabetes mellitus
769188001,Severe nonproliferative retinopathy of left eye due to diabetes mellitus
769190000,Very severe nonproliferative retinopathy of right eye due to diabetes mellitus
769191001,Very severe nonproliferative retinopathy of left eye due to diabetes mellitus
769217008,Macular edema of right eye due to diabetes mellitus
769218003,Macular edema of left eye due to diabetes mellitus
769219006,Macular edema due to type 1 diabetes mellitus
769220000,Macular edema due to type 2 diabetes mellitus
769221001,Clinically significant macular edema of right eye due to diabetes mellitus
769222008,Clinically significant macular edema of left eye due to diabetes mellitus
769244003,Disorder of right macula due to diabetes mellitus
769245002,Disorder of left macula due to diabetes mellitus
770094004,Cervical radiculoplexus neuropathy due to diabetes mellitus
770095003,Cranial nerve palsy due to diabetes mellitus
770096002,Erectile dysfunction due to diabetes mellitus
770097006,Clinically significant macular edema due to diabetes mellitus
770098001,Cranial nerve palsy due to type 1 diabetes mellitus
770323005,Retinal edema due to diabetes mellitus
770324004,Ischemia of retina due to diabetes mellitus
770361008,Vitreous hemorrhage of right eye due to diabetes mellitus
770362001,Vitreous hemorrhage of left eye due to diabetes mellitus
770581008,Microaneurysm of right retinal artery due to diabetes mellitus
770582001,Microaneurysm of left retinal artery due to diabetes mellitus
770599000,Venous beading of right retina due to diabetes mellitus
770600002,Venous beading of left retina due to diabetes mellitus
770765001,Proliferative retinopathy of right eye due to diabetes mellitus
770766000,Proliferative retinopathy of left eye due to diabetes mellitus
771521000000101,History of autosomal dominant diabetes mellitus
771571000000102,History of secondary diabetes mellitus
773001000000103,Symptomatic diabetic peripheral neuropathy
775841000000109,Diabetic retinopathy detected by national screening programme
782755007,"Primary microcephaly, mild intellectual disability, young-onset diabetes syndrome"
782825008,"Primary microcephaly, epilepsy, permanent neonatal diabetes syndrome"
783722008,Myopathy and diabetes mellitus
78471000000108,Maturity onset diabetes mellitus in young
788878000,Cardiomyopathy due to diabetes mellitus
789562001,Ulcer of heel due to diabetes mellitus
789568002,Ulcer of midfoot due to diabetes mellitus
789585000,Sensory polyneuropathy due to diabetes mellitus
79554005,Asymmetric proximal motor neuropathy due to diabetes mellitus
80660001,Mauriac's syndrome
816067005,"Diabetes, hypogonadism, deafness, intellectual disability syndrome"
816177009,Nonproliferative retinopathy of left eye due to diabetes mellitus
816178004,Nonproliferative retinopathy of right eye due to diabetes mellitus
816961009,Stable treated proliferative retinopathy of right eye due to diabetes mellitus
816962002,Stable treated proliferative retinopathy of left eye due to diabetes mellitus
81830002,Mononeuropathy simplex due to diabetes mellitus
822995009,Hyperglycemia due to diabetes mellitus
82980005,Anemia due to diabetes mellitus
860712005,Disorder of macula of bilateral eyes due to diabetes mellitus present
860721006,Disorder of macula of bilateral eyes due to diabetes mellitus
860798008,Glaucoma due to diabetes mellitus
860883001,Generalized autonomic neuropathy due to diabetes mellitus
860977000,Ulcer of right foot due to diabetes mellitus
860978005,Ulcer of left foot due to diabetes mellitus
860979002,Chronic ulcer of right foot due to diabetes mellitus
860980004,Chronic ulcer of left foot due to diabetes mellitus
863879002,At low risk of ulcer of right foot due to diabetes mellitus
863880004,At low risk of ulcer of left foot due to diabetes mellitus
863881000,At moderate risk of ulcer of left foot due to diabetes mellitus
863882007,At increased risk of ulcer of left foot due to diabetes mellitus
863883002,At increased risk of ulcer of right foot due to diabetes mellitus
863884008,At high risk of ulcer of right foot due to diabetes mellitus
863885009,At moderate risk of ulcer of right foot due to diabetes mellitus
863886005,At high risk of ulcer of left foot due to diabetes mellitus
870420005,Severe nonproliferative retinopathy with venous beading of retina due to diabetes mellitus
870421009,Cystoid macular edema due to diabetes mellitus
870529009,Persistent macular edema due to diabetes mellitus
871778008,Centrally involved macular edema due to diabetes mellitus
871781003,Non centrally involved macular edema due to diabetes mellitus
8801005,Secondary diabetes mellitus
890171006,Ketosis-prone diabetes mellitus
894741000000107,Hypoglycaemic warning absent
91352004,Diabetes mellitus due to structurally abnormal insulin
974131000000100,Maturity onset diabetes of the young type 5
974141000000109,Maturity onset diabetes of the young type 5 
99261000000102,Fibrocalculous pancreatic diabetes
